region,period,model,SSP,Report,scenario,unit,Emission reduction,Mitigation cost
Latin Am.,2040,REMIND,Yes,AR5,ROSE 550 DEF,None,120.32435,-0.001698639
Latin Am.,2040,REMIND,Yes,SR15,ADVANCE_2020_1.5C-2100,None,117.3507509,-0.000849339
Latin Am.,2040,REMIND,Yes,SR15,ADVANCE_2020_WB2C,None,106.0865429,0.003290314
Latin Am.,2040,REMIND,Yes,SR15,AMPERE2-450-FullTech-OPT,None,100.5781742,-0.0024714
Latin Am.,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1000,None,106.1167391,0.00457764
Latin Am.,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1600,None,91.50219696,0.0010533
Latin Am.,2040,REMIND,Yes,SR15,EMF27-450-FullTech,None,108.0014534,-0.005465896
Latin Am.,2040,REMIND,Yes,SR15,EMF27-550-FullTech,None,102.5066073,-0.004028391
Latin Am.,2040,REMIND,Yes,SR15,EMF33_WB2C_full,None,96.86922372,-0.005537022
Latin Am.,2040,REMIND,Yes,SR15,LIMITS-450,None,96.88333651,-0.002660368
Latin Am.,2040,REMIND,Yes,SR15,LIMITS-500,None,87.51059331,-0.004048002
Latin Am.,2040,REMIND,Yes,SR15,SSP1-19,None,100.7090755,-0.008064789
Latin Am.,2040,REMIND,Yes,SR15,SSP1-26,None,86.06614998,-0.002509605
Latin Am.,2040,REMIND,Yes,SR15,SSP1-34,None,82.53323402,-0.002084928
Latin Am.,2040,REMIND,Yes,SR15,SSP2-19,None,104.6906236,-0.007681743
Latin Am.,2040,REMIND,Yes,SR15,SSP2-26,None,93.64578119,-0.002775805
Latin Am.,2040,REMIND,Yes,SR15,SSP2-34,None,85.82100261,-0.001953235
Latin Am.,2040,REMIND,Yes,SR15,SSP5-19,None,107.2177515,-0.003450191
Latin Am.,2040,REMIND,Yes,SR15,SSP5-26,None,97.97026635,0.001371455
Latin Am.,2040,REMIND,Yes,SR15,SSP5-34,None,82.77298851,0.000486078
Latin Am.,2040,TIAM,No,AR5,EMF27-450-FullTech,None,104.9025475,0.008477545
Latin Am.,2040,TIAM,No,AR5,EMF27-550-FullTech,None,87.72923957,0.006155195
Latin Am.,2040,TIAM,No,AR5,LIMITS-450,None,84.68146472,0.000458892
Latin Am.,2040,TIAM,No,AR5,LIMITS-500,None,76.19767985,0.001021022
Latin Am.,2040,WITCH,No,AR5,AMPERE2-450-FullTech-OPT,None,101.0537731,-0.031950965
Latin Am.,2040,WITCH,No,AR5,EMF27-450-FullTech,None,99.24449281,0.0010622
Latin Am.,2040,WITCH,No,AR5,EMF27-550-FullTech,None,96.55465057,-0.007587082
Latin Am.,2040,WITCH,No,AR5,LIMITS-450,None,101.9422793,0.011540075
Latin Am.,2040,WITCH,No,AR5,LIMITS-500,None,99.12148687,0.009036436
Latin Am.,2040,WITCH,No,AR5,ROSE 450 DEF,None,98.78395614,0.027577509
Latin Am.,2040,WITCH,No,AR5,ROSE 550 DEF,None,96.83896289,0.017517186
Latin Am.,2040,WITCH,No,SR15,ADVANCE_2020_1.5C-2100,None,106.64347,0.026004
Latin Am.,2040,WITCH,No,SR15,ADVANCE_2020_WB2C,None,87.64807824,0.017853136
Latin Am.,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1000,None,75.55735385,0.047295052
Latin Am.,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1600,None,65.56934301,0.026336652
Latin Am.,2040,WITCH,No,SR15,SSP1-19,None,92.9538634,NA
Latin Am.,2040,WITCH,No,SR15,SSP1-26,None,80.45137444,NA
Latin Am.,2040,WITCH,No,SR15,SSP1-34,None,59.95123981,NA
Latin Am.,2040,WITCH,No,SR15,SSP2-26,None,81.02545546,NA
Latin Am.,2040,WITCH,No,SR15,SSP2-34,None,65.34213391,NA
Latin Am.,2040,WITCH,No,SR15,SSP5-34,None,128.7438477,NA
Mid. East & Africa,2040,AIM,Yes,SR15,ADVANCE_2020_1.5C-2100,None,100.8235431,0.031897737
Mid. East & Africa,2040,AIM,Yes,SR15,ADVANCE_2020_WB2C,None,97.91641729,0.020747378
Mid. East & Africa,2040,AIM,Yes,SR15,CD-LINKS_NPi2020_1000,None,92.64348486,0.017904514
Mid. East & Africa,2040,AIM,Yes,SR15,CD-LINKS_NPi2020_1600,None,89.50440484,0.010131112
Mid. East & Africa,2040,AIM,Yes,SR15,EMF33_WB2C_full,None,99.91799731,0.020557133
Mid. East & Africa,2040,AIM,Yes,SR15,SSP1-19,None,97.31123773,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP1-26,None,91.14043077,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP1-34,None,87.10092029,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP2-19,None,96.12907249,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP2-26,None,90.60924891,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP2-34,None,82.34588651,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP5-26,None,89.76969989,NA
Mid. East & Africa,2040,AIM,Yes,SR15,SSP5-34,None,84.82650985,NA
Mid. East & Africa,2040,BET,No,AR5,EMF27-450-FullTech,None,94.66202893,0.041466509
Mid. East & Africa,2040,BET,No,AR5,EMF27-550-FullTech,None,89.34172317,0.020368944
Mid. East & Africa,2040,GCAM,Yes,AR5,AMPERE2-450-FullTech-OPT,None,108.8585124,NA
Mid. East & Africa,2040,GCAM,Yes,AR5,EMF27-450-FullTech,None,95.81904654,0.005428723
Mid. East & Africa,2040,GCAM,Yes,AR5,EMF27-550-FullTech,None,96.49049902,0.004772823
Mid. East & Africa,2040,GCAM,Yes,AR5,LIMITS-450,None,91.11563064,0.005312754
Mid. East & Africa,2040,GCAM,Yes,AR5,LIMITS-500,None,93.78127905,0.003562406
Mid. East & Africa,2040,GCAM,Yes,AR5,ROSE 450 DEF,None,95.19942072,NA
Mid. East & Africa,2040,GCAM,Yes,AR5,ROSE 550 DEF,None,97.04307273,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP1-19,None,81.07082766,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP1-26,None,88.35393987,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP1-34,None,93.73524726,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP2-19,None,87.57499575,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP2-26,None,75.54137554,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP2-34,None,82.8277772,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP5-19,None,90.61569342,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP5-26,None,82.92805777,NA
Mid. East & Africa,2040,GCAM,Yes,SR15,SSP5-34,None,81.55464117,NA
Mid. East & Africa,2040,GRAPE,No,AR5,EMF27-550-FullTech,None,85.33777494,0.0143916
Mid. East & Africa,2040,IMAGE,Yes,AR5,AMPERE2-450-FullTech-OPT,None,91.06282942,0.003515651
Mid. East & Africa,2040,IMAGE,Yes,AR5,EMF27-450-FullTech,None,90.67817668,0.003490643
Mid. East & Africa,2040,IMAGE,Yes,AR5,EMF27-550-FullTech,None,86.12758812,0.001355129
Mid. East & Africa,2040,IMAGE,Yes,AR5,LIMITS-450,None,91.49847749,0.004461462
Mid. East & Africa,2040,IMAGE,Yes,AR5,LIMITS-500,None,87.99611143,0.001373688
Mid. East & Africa,2040,IMAGE,Yes,SR15,ADVANCE_2020_1.5C-2100,None,105.0942708,0.026367939
Mid. East & Africa,2040,IMAGE,Yes,SR15,ADVANCE_2020_WB2C,None,96.38527153,0.010077616
Mid. East & Africa,2040,IMAGE,Yes,SR15,CD-LINKS_NPi2020_1000,None,101.2642849,0.027199931
Mid. East & Africa,2040,IMAGE,Yes,SR15,CD-LINKS_NPi2020_1600,None,100.9580839,0.010508747
Mid. East & Africa,2040,IMAGE,Yes,SR15,EMF33_WB2C_full,None,125.1989758,0.015412217
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP1-19,None,97.25799978,NA
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP1-26,None,95.92350536,NA
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP1-34,None,90.41432032,NA
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP2-26,None,97.55550523,NA
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP2-34,None,88.68707815,NA
Mid. East & Africa,2040,IMAGE,Yes,SR15,SSP5-34,None,96.04844926,NA
Mid. East & Africa,2040,MESSAGE,Yes,AR5,AMPERE2-450-FullTech-OPT,None,102.9578565,0.018776618
Mid. East & Africa,2040,MESSAGE,Yes,AR5,EMF27-450-FullTech,None,98.44845589,0.018072724
Mid. East & Africa,2040,MESSAGE,Yes,AR5,EMF27-550-FullTech,None,94.97519333,0.014689239
Mid. East & Africa,2040,MESSAGE,Yes,AR5,LIMITS-450,None,92.89969854,0.019050091
Mid. East & Africa,2040,MESSAGE,Yes,AR5,LIMITS-500,None,104.5216988,0.015904254
Mid. East & Africa,2040,MESSAGE,Yes,SR15,ADVANCE_2020_1.5C-2100,None,88.92586961,0.038551209
Mid. East & Africa,2040,MESSAGE,Yes,SR15,ADVANCE_2020_WB2C,None,90.44190761,0.013401088
Mid. East & Africa,2040,MESSAGE,Yes,SR15,CD-LINKS_NPi2020_1000,None,95.31013635,0.004636528
Mid. East & Africa,2040,MESSAGE,Yes,SR15,CD-LINKS_NPi2020_1600,None,94.76612975,0.002894635
Mid. East & Africa,2040,MESSAGE,Yes,SR15,EMF33_WB2C_full,None,100.9324504,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,GEA_Eff_2C_Delay2020,None,122.6821737,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,GEA_Mix_2C_AdvTrans_PartialDelay2020,None,99.66307351,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP1-19,None,91.9414377,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP1-26,None,115.4443,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP1-34,None,115.0283687,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP2-19,None,87.1765019,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP2-26,None,94.16979466,NA
Mid. East & Africa,2040,MESSAGE,Yes,SR15,SSP2-34,None,102.3165531,NA
Mid. East & Africa,2040,POLES,No,AR5,AMPERE2-450-FullTech-OPT,None,98.72990478,0.019635734
Mid. East & Africa,2040,POLES,No,AR5,EMF27-450-FullTech,None,97.16014751,0.016049314
Mid. East & Africa,2040,POLES,No,AR5,EMF27-550-FullTech,None,92.64252314,0.003763171
Mid. East & Africa,2040,POLES,No,SR15,ADVANCE_2020_1.5C-2100,None,96.82417388,0.020714682
Mid. East & Africa,2040,POLES,No,SR15,ADVANCE_2020_WB2C,None,91.15656014,0.004438861
Mid. East & Africa,2040,POLES,No,SR15,EMF33_WB2C_full,None,102.9545269,0.026285707
Mid. East & Africa,2040,REMIND,Yes,AR5,ROSE 450 DEF,None,101.7644176,0.011927524
Mid. East & Africa,2040,REMIND,Yes,AR5,ROSE 550 DEF,None,99.26383107,0.006918226
Mid. East & Africa,2040,REMIND,Yes,SR15,ADVANCE_2020_1.5C-2100,None,90.43955235,0.039486682
Mid. East & Africa,2040,REMIND,Yes,SR15,ADVANCE_2020_WB2C,None,86.93852406,0.029401015
Mid. East & Africa,2040,REMIND,Yes,SR15,AMPERE2-450-FullTech-OPT,None,98.11863773,0.015430834
Mid. East & Africa,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1000,None,86.91059555,0.030916118
Mid. East & Africa,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1600,None,82.69996111,0.022747783
Mid. East & Africa,2040,REMIND,Yes,SR15,EMF27-450-FullTech,None,91.38973323,0.022399955
Mid. East & Africa,2040,REMIND,Yes,SR15,EMF27-550-FullTech,None,94.23063268,0.020745342
Mid. East & Africa,2040,REMIND,Yes,SR15,EMF33_WB2C_full,None,80.77036898,0.018957531
Mid. East & Africa,2040,REMIND,Yes,SR15,LIMITS-450,None,92.85969357,0.021022404
Mid. East & Africa,2040,REMIND,Yes,SR15,LIMITS-500,None,98.56789932,0.015469766
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP1-19,None,98.16753231,0.025548482
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP1-26,None,89.09594822,0.00689112
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP1-34,None,87.23998965,0.003927306
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP2-19,None,100.3838032,0.072296168
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP2-26,None,84.74841533,0.015493116
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP2-34,None,81.38975356,0.010583652
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP5-19,None,97.50227924,0.046609025
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP5-26,None,94.50509048,0.019963067
Mid. East & Africa,2040,REMIND,Yes,SR15,SSP5-34,None,91.14436853,0.013408005
Mid. East & Africa,2040,TIAM,No,AR5,EMF27-450-FullTech,None,98.45038228,0.02545228
Mid. East & Africa,2040,TIAM,No,AR5,EMF27-550-FullTech,None,76.35855101,-0.009475954
Mid. East & Africa,2040,TIAM,No,AR5,LIMITS-450,None,93.43197915,0.001192577
Mid. East & Africa,2040,TIAM,No,AR5,LIMITS-500,None,94.33166903,0.001593605
Mid. East & Africa,2040,WITCH,No,AR5,AMPERE2-450-FullTech-OPT,None,102.0167463,-0.002980386
Mid. East & Africa,2040,WITCH,No,AR5,EMF27-450-FullTech,None,101.40998,0.010980178
Mid. East & Africa,2040,WITCH,No,AR5,EMF27-550-FullTech,None,100.6451449,0.012092023
Mid. East & Africa,2040,WITCH,No,AR5,LIMITS-450,None,106.1061439,0.121812368
Mid. East & Africa,2040,WITCH,No,AR5,LIMITS-500,None,99.43126744,0.08405239
Mid. East & Africa,2040,WITCH,No,AR5,ROSE 450 DEF,None,100.0728139,0.041563219
Mid. East & Africa,2040,WITCH,No,AR5,ROSE 550 DEF,None,83.56221135,0.011830755
Mid. East & Africa,2040,WITCH,No,SR15,ADVANCE_2020_1.5C-2100,None,89.71573837,0.157854103
Mid. East & Africa,2040,WITCH,No,SR15,ADVANCE_2020_WB2C,None,76.62087303,0.095787279
Mid. East & Africa,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1000,None,77.31035792,0.120616188
Mid. East & Africa,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1600,None,61.82755966,0.072442584
Mid. East & Africa,2040,WITCH,No,SR15,SSP1-19,None,95.60683575,NA
Mid. East & Africa,2040,WITCH,No,SR15,SSP1-26,None,97.0608543,NA
Mid. East & Africa,2040,WITCH,No,SR15,SSP1-34,None,83.0282179,NA
Mid. East & Africa,2040,WITCH,No,SR15,SSP2-26,None,98.26162548,NA
Mid. East & Africa,2040,WITCH,No,SR15,SSP2-34,None,80.3374678,NA
Mid. East & Africa,2040,WITCH,No,SR15,SSP5-34,None,93.15895289,NA
Reforming Econ.,2040,AIM,Yes,SR15,ADVANCE_2020_1.5C-2100,None,107.4939473,0.178353356
Reforming Econ.,2040,AIM,Yes,SR15,ADVANCE_2020_WB2C,None,108.9994017,0.115718592
Reforming Econ.,2040,AIM,Yes,SR15,CD-LINKS_NPi2020_1000,None,98.37720806,0.079004623
Reforming Econ.,2040,AIM,Yes,SR15,CD-LINKS_NPi2020_1600,None,92.56024905,0.054597459
Reforming Econ.,2040,AIM,Yes,SR15,EMF33_WB2C_full,None,104.953417,0.114025124
Reforming Econ.,2040,AIM,Yes,SR15,SSP1-19,None,108.4400754,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP1-26,None,99.80284779,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP1-34,None,75.32674961,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP2-19,None,109.1377335,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP2-26,None,108.3447682,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP2-34,None,95.13677493,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP5-26,None,118.3588653,NA
Reforming Econ.,2040,AIM,Yes,SR15,SSP5-34,None,110.6847038,NA
Reforming Econ.,2040,BET,No,AR5,EMF27-450-FullTech,None,100.1958711,-0.039630576
Reforming Econ.,2040,BET,No,AR5,EMF27-550-FullTech,None,104.7598294,-0.053847635
Reforming Econ.,2040,GCAM,Yes,AR5,AMPERE2-450-FullTech-OPT,None,76.37402377,NA
Reforming Econ.,2040,GCAM,Yes,AR5,EMF27-450-FullTech,None,84.0975861,0.009212458
Reforming Econ.,2040,GCAM,Yes,AR5,EMF27-550-FullTech,None,83.59839505,0.007776654
Reforming Econ.,2040,GCAM,Yes,AR5,LIMITS-450,None,84.42936845,0.01079199
Reforming Econ.,2040,GCAM,Yes,AR5,LIMITS-500,None,82.810277,0.006206153
Reforming Econ.,2040,GCAM,Yes,AR5,ROSE 450 DEF,None,88.54093807,NA
Reforming Econ.,2040,GCAM,Yes,AR5,ROSE 550 DEF,None,88.3408488,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP1-19,None,87.32667181,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP1-26,None,83.17896591,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP1-34,None,79.91362927,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP2-19,None,91.75845602,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP2-26,None,91.72997779,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP2-34,None,91.32165879,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP5-19,None,92.45935935,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP5-26,None,91.33717507,NA
Reforming Econ.,2040,GCAM,Yes,SR15,SSP5-34,None,89.83256745,NA
Reforming Econ.,2040,GRAPE,No,AR5,EMF27-550-FullTech,None,94.66938978,0.010228818
Reforming Econ.,2040,IMAGE,Yes,AR5,AMPERE2-450-FullTech-OPT,None,86.92365519,0.002454579
Reforming Econ.,2040,IMAGE,Yes,AR5,EMF27-450-FullTech,None,86.06919814,0.002415277
Reforming Econ.,2040,IMAGE,Yes,AR5,EMF27-550-FullTech,None,91.72281056,0.001720977
Reforming Econ.,2040,IMAGE,Yes,AR5,LIMITS-450,None,86.20247241,0.002956053
Reforming Econ.,2040,IMAGE,Yes,AR5,LIMITS-500,None,92.34895217,0.001794338
Reforming Econ.,2040,IMAGE,Yes,SR15,ADVANCE_2020_1.5C-2100,None,82.34282351,0.040481841
Reforming Econ.,2040,IMAGE,Yes,SR15,ADVANCE_2020_WB2C,None,87.24510859,0.029190939
Reforming Econ.,2040,IMAGE,Yes,SR15,CD-LINKS_NPi2020_1000,None,86.45850437,0.07687415
Reforming Econ.,2040,IMAGE,Yes,SR15,CD-LINKS_NPi2020_1600,None,88.97776833,0.025114151
Reforming Econ.,2040,IMAGE,Yes,SR15,EMF33_WB2C_full,None,84.34085874,0.025440404
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP1-19,None,93.06566027,NA
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP1-26,None,93.24885199,NA
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP1-34,None,98.83947951,NA
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP2-26,None,81.93649176,NA
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP2-34,None,83.54963208,NA
Reforming Econ.,2040,IMAGE,Yes,SR15,SSP5-34,None,80.17605685,NA
Reforming Econ.,2040,MESSAGE,Yes,AR5,AMPERE2-450-FullTech-OPT,None,110.1820912,0.012359147
Reforming Econ.,2040,MESSAGE,Yes,AR5,EMF27-450-FullTech,None,110.787209,0.011063351
Reforming Econ.,2040,MESSAGE,Yes,AR5,EMF27-550-FullTech,None,107.8880333,0.011741224
Reforming Econ.,2040,MESSAGE,Yes,AR5,LIMITS-450,None,104.6855637,0.010806142
Reforming Econ.,2040,MESSAGE,Yes,AR5,LIMITS-500,None,105.8719346,0.008299695
Reforming Econ.,2040,MESSAGE,Yes,SR15,ADVANCE_2020_1.5C-2100,None,108.0685786,0.030833712
Reforming Econ.,2040,MESSAGE,Yes,SR15,ADVANCE_2020_WB2C,None,108.0724757,0.0112337
Reforming Econ.,2040,MESSAGE,Yes,SR15,CD-LINKS_NPi2020_1000,None,103.0792924,0.003192355
Reforming Econ.,2040,MESSAGE,Yes,SR15,CD-LINKS_NPi2020_1600,None,107.2851801,0.001883122
Reforming Econ.,2040,MESSAGE,Yes,SR15,EMF33_WB2C_full,None,104.916771,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,GEA_Eff_2C_Delay2020,None,128.2295001,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,GEA_Mix_2C_AdvTrans_PartialDelay2020,None,120.0242316,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP1-19,None,103.9920764,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP1-26,None,77.19480069,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP1-34,None,92.26529824,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP2-19,None,110.7146613,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP2-26,None,96.41107051,NA
Reforming Econ.,2040,MESSAGE,Yes,SR15,SSP2-34,None,108.6301593,NA
Reforming Econ.,2040,POLES,No,AR5,AMPERE2-450-FullTech-OPT,None,104.0106579,0.036217197
Reforming Econ.,2040,POLES,No,AR5,EMF27-450-FullTech,None,103.6615511,0.034012877
Reforming Econ.,2040,POLES,No,AR5,EMF27-550-FullTech,None,102.9896804,0.01395295
Reforming Econ.,2040,POLES,No,SR15,ADVANCE_2020_1.5C-2100,None,98.72999531,0.160947827
Reforming Econ.,2040,POLES,No,SR15,ADVANCE_2020_WB2C,None,108.4378358,0.034488821
Reforming Econ.,2040,POLES,No,SR15,EMF33_WB2C_full,None,113.6887502,0.040967375
Reforming Econ.,2040,REMIND,Yes,SR15,ADVANCE_2020_1.5C-2100,None,105.9610483,0.037287483
Reforming Econ.,2040,REMIND,Yes,SR15,ADVANCE_2020_WB2C,None,112.3111737,0.033577151
Reforming Econ.,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1000,None,110.7686725,0.036861971
Reforming Econ.,2040,REMIND,Yes,SR15,CD-LINKS_NPi2020_1600,None,109.8741608,0.031573878
Reforming Econ.,2040,REMIND,Yes,SR15,EMF33_WB2C_full,None,103.1709645,0.026835261
Reforming Econ.,2040,REMIND,Yes,SR15,SSP1-19,None,93.16424903,0.027317978
Reforming Econ.,2040,REMIND,Yes,SR15,SSP1-26,None,94.15854368,0.007333314
Reforming Econ.,2040,REMIND,Yes,SR15,SSP1-34,None,57.61765723,0.002531449
Reforming Econ.,2040,REMIND,Yes,SR15,SSP2-19,None,112.3717978,0.054447596
Reforming Econ.,2040,REMIND,Yes,SR15,SSP2-26,None,110.0069703,0.013299261
Reforming Econ.,2040,REMIND,Yes,SR15,SSP2-34,None,102.2494503,0.011492704
Reforming Econ.,2040,REMIND,Yes,SR15,SSP5-19,None,107.6645565,0.0416971
Reforming Econ.,2040,REMIND,Yes,SR15,SSP5-26,None,110.3995884,0.015040814
Reforming Econ.,2040,REMIND,Yes,SR15,SSP5-34,None,100.8806168,0.011459099
Reforming Econ.,2040,TIAM,No,AR5,LIMITS-450,None,109.5345767,0.025270433
Reforming Econ.,2040,TIAM,No,AR5,LIMITS-500,None,99.99031494,0.008535911
Reforming Econ.,2040,WITCH,No,AR5,AMPERE2-450-FullTech-OPT,None,106.5397016,0.077056459
Reforming Econ.,2040,WITCH,No,AR5,EMF27-450-FullTech,None,107.3216859,0.065897808
Reforming Econ.,2040,WITCH,No,AR5,EMF27-550-FullTech,None,106.6916821,0.039788666
Reforming Econ.,2040,WITCH,No,AR5,LIMITS-450,None,105.5701947,0.071636158
Reforming Econ.,2040,WITCH,No,AR5,LIMITS-500,None,108.0424451,0.050933209
Reforming Econ.,2040,WITCH,No,AR5,ROSE 450 DEF,None,105.9079322,0.071134042
Reforming Econ.,2040,WITCH,No,AR5,ROSE 550 DEF,None,125.3322464,0.033583595
Reforming Econ.,2040,WITCH,No,SR15,ADVANCE_2020_1.5C-2100,None,103.3388902,0.182708275
Reforming Econ.,2040,WITCH,No,SR15,ADVANCE_2020_WB2C,None,102.8595778,0.097952393
Reforming Econ.,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1000,None,101.519972,0.108078738
Reforming Econ.,2040,WITCH,No,SR15,CD-LINKS_NPi2020_1600,None,102.0665863,0.079251606
Reforming Econ.,2040,WITCH,No,SR15,SSP1-19,None,103.4081307,NA
Reforming Econ.,2040,WITCH,No,SR15,SSP1-26,None,113.5500757,NA
Reforming Econ.,2040,WITCH,No,SR15,SSP1-34,None,107.6402401,NA
Reforming Econ.,2040,WITCH,No,SR15,SSP2-26,None,110.1230791,NA
Reforming Econ.,2040,WITCH,No,SR15,SSP2-34,None,110.6163916,NA
Reforming Econ.,2040,WITCH,No,SR15,SSP5-34,None,109.7166661,NA
